name,live,prerequisites,h_position,v_position,creation_date,seconds_per_fast_problem,pretty_display_name,short_display_name,topic,area
addition_of_vary_denominator_fraction,TRUE,subtract_of_positive_negative_fraction,25,-3,2014-09-03 09:50:15.27923 UTC,24,異分母的正負分數加法,異分母的正負分數加法,fractions,arithmetic
converting_percents_to_decimals,TRUE,converting_decimals_to_fractions_2,26,-4,2012-10-11 17:54:45.54582 UTC,6,百分比轉換成小數,%轉小數,ratio-percentage,arithmetic
alternate_exterior_angles,TRUE,segment_addition,30,-26,2012-10-11 17:55:38.16212 UTC,4,外錯角,外錯角,parallel-and-perpendicular-lines,geometry
fractions_cut_and_copy_2,TRUE,fractions_cut_and_copy_1,26,-12,2012-10-11 17:54:35.03399 UTC,19,分數剪裁複製 2,剪貼分數2,fractions,arithmetic
graphing_parabolas_0.5,TRUE,parabola_intuition_2,51,0,2012-10-11 17:55:00.71498 UTC,24,畫拋物線 0.5,畫拋物線0.5,quadtratics,algebra
inscribed_angles_2,TRUE,inscribed_angles_1,43,-22,2012-10-11 17:55:44.32208 UTC,5,圓周角與圓心角換算 2,圓周角與圓心角換算2,circle-properties,geometry
mean_median_and_mode,TRUE,exploring_mean_and_median,18,-23,2012-10-11 17:55:59.28272 UTC,6,中間值平均值眾數,中間平均眾數,statistics,probability-statistics
converting_mixed_numbers_and_improper_fractions,TRUE,simplifying_fractions,22,-8,2012-10-11 17:54:36.69314 UTC,14,帶分數與假分數的轉換,轉帶假分數,fractions,arithmetic
shifting_and_reflecting_functions,TRUE,"domain_of_a_function,functions_3,range_of_a_function",37,1,2012-10-11 17:55:18.85533 UTC,9.25,函數的平移與反射,平移反射函數,algebra-functions,algebra
multiplying_and_dividing_negative_numbers,TRUE,"adding_and_subtracting_negative_numbers,division_4",12,-4,2012-10-11 17:54:20.93844 UTC,4,負數的乘法與除法,乘除負數,absolute-value,algebra
fractions_on_the_number_line_1,TRUE,recognizing_fractions_0.5,20,-2,2012-10-11 17:54:38.80395 UTC,4,數線上的分數 1,線上分數 1,fractions,arithmetic
dividing_decimals_2,TRUE,dividing_decimals_1,16,-1,2012-10-11 17:54:40.06405 UTC,10,小數的除法 2,除小數2,decimals,arithmetic
variance,TRUE,"mean_median_and_mode,ungroup_median",19,-21,2012-10-11 17:55:56.79467 UTC,36,變異值,變異值,statistics,probability-statistics
reading_stem_and_leaf_plots,TRUE,reading_tables_2,16,-26,2012-10-11 17:55:59.80441 UTC,6,枝葉圖,枝葉圖,statistics,probability-statistics
adding_negative_numbers,TRUE,ordering_negative_numbers,18,12,2012-10-11 17:54:16.93618 UTC,4,負數的加法,#NAME?,absolute-value,algebra
number_line_3,TRUE,number_line_2,15,10,2012-10-11 17:54:18.78826 UTC,7,數線上的加減(含有負數),數線上的加減含負數,absolute-value,algebra
converting_decimals_to_percents,TRUE,"converting_decimals_to_fractions_2,finding_percentage",26,-5,2012-10-11 17:54:46.71671 UTC,6,小數轉換成百分比,小數轉%,ratio-percentage,arithmetic
common_factors_of_a_polynomial_1,FALSE,,-15,-17,2012-10-11 17:55:03.57281 UTC,0,多項式的公因式 1,多項式的公因式1,quadtratics,algebra
area_of_a_circle,TRUE,"area_of_squares_and_rectangles,radius_diameter_and_circumference_314_1",22,-19,2012-10-11 17:55:31.20471 UTC,6,圓形的面積,圓面積,basic-geometry,geometry
z_scores_2,TRUE,z_scores_1,22,-22,2012-10-11 17:56:00.95367 UTC,17,標準分數 2,標準分數2,statistics,probability-statistics
expressions_with_unknown_variables,TRUE,linear_equations_4,32,12,2012-10-11 17:54:59.08577 UTC,8,未知變數的式子代入,代入未知變數 1,quadtratics,algebra
telling_time_comparing,TRUE,telling_time_2,9,11,2013-11-29 09:37:11.53519 UTC,6,時間的比較,時間的比較,telling-time,arithmetic
sides_and_angles_of_simple_shapes,TRUE,,16,-19,2013-12-04 09:11:17.2245 UTC,4,邊、角與頂點,邊角與頂點,basic-geometry,geometry
writing_and_interpreting_decimals,TRUE,,4,3,2014-12-29 15:46:28.17242 UTC,9,認識小數,認識小數,decimals,arithmetic
meaning_of_equal_sign,TRUE,skip_counting_by_10s,1,-1,2015-01-29 09:41:44.22018 UTC,10,等號的意義,等號的意義,addition-subtraction,arithmetic
common_factor,TRUE,multiplying_polynomials,48,-5,2014-06-26 02:50:24.77407 UTC,9,提公因式做因式分解,提公因式做因式分解,polynomials,algebra
adding_decimals_1,TRUE,,9,7,2015-01-19 10:14:53.67604 UTC,9,小數的加法1,小數的加法1,decimals,arithmetic
proportional_or_inverse_proportional,TRUE,"proportional_calculation,inverse_proportional_calculation",36,5,2014-06-26 04:09:54.92221 UTC,5,判斷正比與反比,判斷正比與反比,rates-and-ratios,arithmetic
graphing_points_fraction_1,TRUE,identifying_points_2,36,12,2014-08-31 06:47:54.77676 UTC,10,直角坐標平面-點的繪製,直角坐標平面-點的繪製,solving-linear-equations-and-inequalities,algebra
proportional_life_problems,TRUE,proportions_inner_outer_product,31,-6,2014-08-31 05:14:49.42942 UTC,17,理解正比意義解決生活問題,理解正比解決生活問題,rates-and-ratios,arithmetic
systems_of_equ_substitution_2,TRUE,systems_of_equ_substitution_1,49,12,2014-04-30 07:37:20.75942 UTC,31,代入消去法 2,代入消去法 2,systems-of-eq-and-ineq,algebra
triangle_central_core_concept,TRUE,basic_concept_of_circumcenter,36,-15,2014-08-31 16:06:10.18604 UTC,7,三角形的重心,三角形的重心,triangle-properties,geometry
reading_fractions_in_chinese,TRUE,order_of_operations,17,-4,2013-12-20 04:00:42.60056 UTC,4,真分數的念法,真分數的念法,fractions,arithmetic
dividing_decimals_int_to_int_0.5,TRUE,dividing_decimals_0.5,13,0,2014-12-30 16:15:20.73263 UTC,5,小數除法0.5(整數除以整數）,小數除法0.5,decimals,arithmetic
applications_of_index,TRUE,exponents_1,19,4,2014-08-31 04:34:43.30407 UTC,6,指數律的應用,指數律的應用,exponents-radicals,algebra
systems_of_equations_with_elimination_2,TRUE,systems_of_equ_elimination_1,50,10,2014-09-04 07:26:07.4037 UTC,50,加減消去法 2,加減消去法 2,systems-of-eq-and-ineq,algebra
range_of_triangle_sides_2,TRUE,triangle_inequality_theorem,34,-18,2014-07-08 07:06:06.18537 UTC,6,三角形三邊長的關係2,三角形三邊長的關係2,triangle-properties,geometry
make_a_line_by_ruler_and_compasses,TRUE,segment_addition,28,-22,2014-08-31 17:23:23.66339 UTC,5,尺規作圖,尺規作圖,segments-and-angles,analytic-geometry
relationships_linear_equations,TRUE,graphs_of_linear_equations,38,8,2014-06-26 04:16:42.34925 UTC,5,線性方程式圖形的關係,線性方程式圖形的關係,linear-equations-and-inequalitie,algebra
calculating_averages_advanced,TRUE,average_word_problems,20,-23,2014-07-08 07:05:18.21526 UTC,18,平均數的計算(進階),平均數的計算(進階),statistics,probability-statistics
variables_word_problems_2,FALSE,writing_expressions_3,29,8,2014-06-09 09:46:47.45707 UTC,5,以符號列式及化簡的文字題2,以符號列式及化簡2,solving-linear-equations-and-inequalities,algebra
volume_of_triangular_prisms,TRUE,"volume_of_rectangular_boxes,pyramidal_prism",38,-19,2014-02-14 08:04:59.96303 UTC,8,三角柱的體積,三角柱的體積,area-perimeter-and-volume,geometry
variables_word_problems_1,TRUE,writing_expressions_3,29,7,2014-06-09 09:46:03.17069 UTC,13,以符號列式及化簡的文字題1,以符號列式及化簡1,solving-linear-equations-and-inequalities,algebra
square_cm_square_m_unit_transform,TRUE,area_of_triangular_shapes,32,-14,2014-09-03 10:15:49.26088 UTC,6,平方公分與平方公尺的單位換算,平方公分公尺單位換算,area-perimeter-and-volume,geometry
inheritance_bctest_cap,TRUE,,-5,-7,2015-01-19 07:08:03.3781 UTC,5,遺傳基測題,遺傳基測題,biology,biology
integer_arithmetic,TRUE,"order_of_operations,word_problem_formula_translate,four_operations_and_decimal_fraction",17,-8,2014-08-31 07:04:27.19497 UTC,9,能熟練整數四則混合計算,能熟練整數四則混合計算,order-of-operations,arithmetic
inverse_proportional_calculation,TRUE,direct_and_inverse_variation,35,5,2014-06-26 04:13:13.75912 UTC,15,反比的計算,反比的計算,rates-and-ratios,arithmetic
factor_word_problems,FALSE,greatest_common_divisor,16,-11,2014-05-21 04:33:47.17583 UTC,9,因數的應用,因數的應用,factors-multiples,arithmetic
dividing_polynomials_3,TRUE,dividing_polynomials_2,50,-8,2014-05-07 06:00:50.70827 UTC,22,多項式除以多項式2,多項式除以多項式2,polynomials,algebra
volume_box,TRUE,area_of_squares_and_rectangles,37,-16,2014-02-06 04:29:38.87314 UTC,10,盒子的容積,盒子的容積,area-perimeter-and-volume,geometry
finding_percentage,TRUE,,23,-5,2015-01-12 07:17:06.68235 UTC,7,百分比例,百分比例,ratio-percentage,arithmetic
number_line_4,TRUE,number_line_0.7,6,2,2014-09-02 14:07:06.30738 UTC,6,數線上的加減(整數),數線上的加減(整數),absolute-value,algebra
cuboid_volume_calculation,FALSE,,2,-12,2015-03-02 22:09:25.90019 UTC,0,長方體體積的計算,長方體體積的計算,N/A,N/A
fraction_integer,TRUE,,25,-9,2014-12-30 16:11:07.77717 UTC,7,分數的整數倍,分數的整數倍,fractions,arithmetic
volume_container,TRUE,"volume_box,volume_space",38,-15,2014-02-06 04:24:58.27555 UTC,11,倒水進容器,倒水進容器,area-perimeter-and-volume,geometry
count_number_to_50,TRUE,number_within_fifty,-1,3,2014-12-28 16:30:17.49866 UTC,4,數到50,數到50,addition-subtraction,arithmetic
interpreting_linear_equations,TRUE,"graphing_points_2,identifying_points_1,identifying_points_2",36,9,2012-10-11 17:54:48.46832 UTC,5,看懂線性方程式,看線性方程式,linear-equations-and-inequalitie,algebra
linear_equations_3,TRUE,linear_equations_2,30,9,2012-10-11 17:54:53.00102 UTC,12,線性方程式 3,線性方程式3,solving-linear-equations-and-inequalities,algebra
factoring_difference_of_squares_4,FALSE,,-15,-18,2012-10-11 17:54:58.00486 UTC,0,因式分解平方差 4,平方差4,polynomials,algebra
expressions_with_unknown_variables_2,TRUE,expressions_with_unknown_variables,33,12,2012-10-11 17:55:01.72765 UTC,9,代入未解出的算式 2,代入未解出的算式 2,quadtratics,algebra
congruent_triangles_1,TRUE,"angles_2,parallel_lines_2,basic_concept_of_congruent_triangles",35,-25,2012-10-11 17:55:43.50998 UTC,5,全等三角形 1,全等三角形1,congruent-triangles,geometry
division_1,TRUE,division_0.5,7,-7,2012-10-11 17:54:21.92286 UTC,4,除以10以下的數字,除法 1,multiplication-division,arithmetic
rounding_whole_numbers,TRUE,place_value,14,3,2012-10-11 17:54:42.54808 UTC,7,整數的四捨五入,整數捨入,decimals,arithmetic
completing_the_square_2,TRUE,"solving_quadratics_by_factoring_2,completing_the_square_1",52,-2,2012-10-11 17:55:05.14532 UTC,15,配方法 2,配方法2,quadtratics,algebra
age_word_problems,TRUE,linear_equations_3,31,10,2012-10-11 17:55:11.32335 UTC,21,年齡應用題,年齡應用,solving-linear-equations-and-inequalities,algebra
simplifying_fractions,TRUE,"greatest_common_divisor,adding_fractions_with_common_denominators,equivalent_fractions_2,subtracting_fractions_with_common_denominators,equivalent_fractions_conversion",21,-10,2012-10-11 17:54:36.33083 UTC,9,簡化分數-約分,約分,fractions,arithmetic
factoring_difference_of_squares_3,TRUE,factoring_difference_of_squares_2,50,-7,2012-10-11 17:54:57.59361 UTC,17,因式分解平方差 3,平方差3,polynomials,algebra
quadratic_equation,TRUE,completing_the_square_2,53,-2,2012-10-11 17:55:00.91818 UTC,10,二次方程,二次方程,quadtratics,algebra
parallel_lines_2,TRUE,"corresponding_angles_2,alternate_exterior_angles_2,alternate_interior_angles_2,same_side_exterior_angles_2,same_side_interior_angles_2",33,-26,2012-10-11 17:55:37.23244 UTC,11,平行線 2,平行線2,parallel-and-perpendicular-lines,geometry
geometry_proofs_1,TRUE,"congruent_triangles_2,geometry_identification_concept",38,-26,2012-10-11 17:55:48.51892 UTC,60,幾何證明 1,幾何證明1,congruent-triangles,geometry
subtraction_3,TRUE,subtraction_2,4,6,2012-10-11 17:54:17.69497 UTC,6,二位數的減法(需借位),二位數減法借位,addition-subtraction,arithmetic
recognizing_rays_lines_and_line_segments,TRUE,"area_of_triangles_1,area_of_a_circle",24,-21,2012-10-11 17:55:28.63974 UTC,4,認識射線、線與線段,射線 線段,segments-and-angles,analytic-geometry
comparing_decimal_place_value,TRUE,writing_and_interpreting_decimals,5,3,2015-01-12 07:14:40.24889 UTC,13,小數位值比較,小數位值比較,decimals,arithmetic
matrix_row_operation,TRUE,matrix_basic_product,50,17,2014-05-21 04:48:13.93525 UTC,7,矩陣的列操作,矩陣的列操作,vectors-matrix,algebra
area_of_a_circle2,TRUE,area_of_a_circle,23,-19,2014-06-27 07:14:57.14406 UTC,17,圓面積的計算,圓面積的計算,basic-geometry,geometry
equal_parts_of_circles_and_rectangles,TRUE,halves_and_fourths,17,-2,2015-01-19 10:07:35.18226 UTC,5,圓形與長方形的等分,圓形與長方形的等分,fractions,arithmetic
volume_box_nocover,TRUE,"volume_box,volume_space",38,-16,2014-02-06 04:24:08.10399 UTC,14,無蓋子的盒子容積計算,無蓋子的盒子容積計算,area-perimeter-and-volume,geometry
statistical_table_and_chart,TRUE,reading_tables_2,15,-24,2014-08-31 17:16:48.51496 UTC,5,將原始資料整理成次數分配表與統計圖,整理成次數分配表統計圖,statistics,probability-statistics
calculation_of_proportions,TRUE,"writing_proportions,ratio",31,-7,2014-07-08 07:01:08.98636 UTC,7,比例式的計算,比例式的計算,rates-and-ratios,arithmetic
lines_plane_vertical_parallel,TRUE,points_lines_and_planes,26,-25,2014-08-31 16:12:21.45085 UTC,8,線與平面、平面與平面的平行與垂直,線、平面的平行與垂直,basic-geometry,geometry
fractions_word_problem,TRUE,multiplying_fractions,25,-11,2014-06-27 07:15:30.72307 UTC,5,分數的應用問題,分數的應用問題,fractions,arithmetic
adding_decimals_0.5_new,TRUE,,8,7,2015-01-12 07:16:06.73837 UTC,6,小數的加法0.5,小數的加法0.5,decimals,arithmetic
seq_sequence_exam_3,TRUE,seq_sequence_exam_2,36,2,2015-02-26 17:03:37.52865 UTC,40,等差數列：綜合評量3,等差數列：綜合評量3,sequence_and_series,arithmetic
equivalent_fractions_2,TRUE,equivalent_fractions,20,-6,2012-10-11 17:54:30.29409 UTC,5,等值分數 2,等值分數2,fractions,arithmetic
systems_of_equations_with_elimination,TRUE,systems_of_equations_with_elimination_0.5,48,10,2012-10-11 17:55:08.14017 UTC,35,加減消去法,加減消去法 1,systems-of-eq-and-ineq,algebra
logarithms_2,TRUE,logarithms_1,22,3,2012-10-11 17:55:13.55114 UTC,5,對數 2,對數2,exponents-radicals,algebra
multiplication_2,TRUE,"multiplication_1.5,multiplication_with_carrying",8,-6,2012-10-11 17:54:22.95489 UTC,7,有進位的乘法,乘法 2,multiplication-division,arithmetic
ordering_objects,FALSE,,-11,-19,2012-10-11 17:55:31.95269 UTC,5,,Ordr Objcts,N/A,N/A
complementary_and_supplementary_angles,TRUE,"supplementary_angles,complementary_angles,measuring_angles",27,-19,2012-10-11 17:55:35.96325 UTC,5,餘角和補角,餘補角,segments-and-angles,analytic-geometry
negative_number_word_problems,TRUE,"adding_and_subtracting_negative_numbers,number_line_3,definition_opposite_number",17,10,2012-10-11 17:54:21.14632 UTC,7,負數應用題,負應用,absolute-value,algebra
line_graph_intuition,TRUE,slope_of_a_line,38,9,2012-10-11 17:54:48.71257 UTC,10,線性圖的直覺,線性圖直覺,linear-equations-and-inequalitie,algebra
reading_bar_charts_3,TRUE,"reading_bar_charts_2,mean_median_and_mode",19,-24,2012-10-11 17:56:00.37807 UTC,11,長條圖 3,長條圖3,statistics,probability-statistics
same_side_interior_angles,TRUE,segment_addition,30,-25,2012-10-11 17:55:34.46256 UTC,6,同側內角,同側內角,parallel-and-perpendicular-lines,geometry
reading_tables_2,TRUE,reading_tables_1,14,-24,2012-10-11 17:56:00.16232 UTC,8,看表格 2,表格2,statistics,probability-statistics
divisibility_intuition,TRUE,division_2,10,-11,2012-10-11 17:54:28.55327 UTC,7,整除直覺,整除直覺,factors-multiples,arithmetic
cube_roots,TRUE,exponents_2,20,6,2012-10-11 17:55:17.5615 UTC,5,立方根,立方根,exponents-radicals,algebra
multiplication_0.5,TRUE,addition_2,2,-5,2012-10-11 17:54:23.55714 UTC,4,基礎的乘法,乘法0.5,multiplication-division,arithmetic
adding_decimals_0.5,TRUE,"decimals_on_the_number_line_2,decimals_on_the_number_line_2_new",10,3,2012-10-11 17:54:41.13124 UTC,12,小數的加法 0.5,加小數0.5,decimals,arithmetic
division_2,TRUE,division_1.5,9,-7,2012-10-11 17:54:21.65683 UTC,6,三位數的整除2,除法 2,multiplication-division,arithmetic
ordering_fractions,TRUE,comparing_fractions_2,24,-14,2012-10-11 17:54:37.17834 UTC,11,分數的排序,排分數,fractions,arithmetic
slope_of_a_line,TRUE,interpreting_linear_equations,37,9,2012-10-11 17:54:47.28007 UTC,7,線的斜率,斜率,linear-equations-and-inequalitie,algebra
multiplying_and_dividing_scientific_notation,TRUE,scientific_notation,23,3,2012-10-11 17:55:15.60887 UTC,14,科學記號的乘除,x÷科學記號,exponents-radicals,algebra
probability_1,TRUE,counting_2,28,0,2012-10-11 17:55:53.89801 UTC,8,機率 1,機率1,probability,probability-statistics
adding_and_subtracting_decimals_word_problems,TRUE,subtracting_decimals,14,6,2012-10-11 17:54:43.60189 UTC,19,小數加減應用題,小數加減應用,decimals,arithmetic
decimals_on_the_number_line_2,TRUE,decimals_on_the_number_line_1,9,3,2012-10-11 17:54:44.80985 UTC,5,數線上面的小數 2,數線小數2,decimals,arithmetic
combining_like_terms_2,TRUE,combining_like_terms_1,27,7,2012-10-11 17:54:56.70793 UTC,16,簡化式子 2,簡化式子1,solving-linear-equations-and-inequalities,algebra
herons_formula,TRUE,shaded_areas,39,-21,2012-10-11 17:55:44.98864 UTC,26,海龍公式,海龍公式,area-perimeter-and-volume,geometry
subtraction_2,TRUE,subtraction_1,3,6,2012-10-11 17:54:17.89997 UTC,5,二位數與三位數的減法(不用借位),二位三位數減法,addition-subtraction,arithmetic
adding_and_subtracting_fractions,TRUE,"subtracting_fractions,adding_fractions",23,-4,2012-10-11 17:54:33.78886 UTC,17,分數加減,分數加減,fractions,arithmetic
quotient_rule,TRUE,"power_rule,special_derivatives",60,-25,2012-10-11 17:56:02.65584 UTC,10,函數相除的微分公式,除法律,calculus,calculus
number_line,TRUE,,0,4,2012-10-11 17:54:19.00474 UTC,5,數線,數線,addition-subtraction,arithmetic
multiplying_radicals,TRUE,simplifying_radicals,28,5,2012-10-11 17:55:14.43457 UTC,7,二次方根計算2,二次方根計算2,exponents-radicals,algebra
even_and_odd_functions,TRUE,functions_2,36,-4,2012-10-11 17:55:18.00768 UTC,4,奇函數或偶函數,奇函數或偶函數,algebra-functions,algebra
shaded_areas,TRUE,"circles_and_arcs,areas_of_circles_and_sectors",38,-21,2012-10-11 17:55:33.66098 UTC,20,面積減法,面積減法,area-perimeter-and-volume,geometry
multiplication_1,TRUE,multiplication_0.5,3,-5,2012-10-11 17:54:20.74357 UTC,4,一位數的乘法,乘法 1,multiplication-division,arithmetic
matrix_gaussian_elimination,TRUE,matrix_row_echelon,53,18,2014-05-21 04:42:58.53425 UTC,16.5,矩陣的高斯消去法,矩陣的高斯消去法,vectors-matrix,algebra
geometric_construction,TRUE,points_lines_and_planes,29,-23,2014-09-04 07:22:55.21185 UTC,18,尺規作圖2,尺規作圖2,basic-geometry,geometry
regular_number_of_columns,TRUE,counting_2,27,3,2014-08-31 17:20:35.00825 UTC,6,日常生活中數列的規律,日常生活中數列的規律,sequence_and_series,arithmetic
regrouping_decimals,TRUE,comparing_decimal_place_value,6,3,2014-12-29 15:46:58.78429 UTC,8,小數位值換算,小數位值換算,decimals,arithmetic
adding_decimals_2_new,TRUE,,10,7,2015-01-12 07:15:20.82671 UTC,9,小數的加法2,小數的加法2,decimals,arithmetic
basic_concept_of_circumcenter,TRUE,properties_of_incenters,35,-15,2014-07-24 02:05:08.20401 UTC,13,外心的基本概念,外心的基本概念,triangle-properties,geometry
millimeter_and_centimeter,TRUE,understanding_decimals_place_value,15,4,2014-08-31 05:36:55.5085 UTC,5,公分與毫米,公分與毫米,decimals,arithmetic
seq-arithmetic-sequences-l1,TRUE,seq_understaning_arithmetic_sequence_2,31,0,2015-02-12 08:01:25.70327 UTC,16,等差數列的計算1,等差數列的計算1,sequence_and_series,arithmetic
multiplication_formula_sub,TRUE,multiplication_formula_add,50,-4,2014-06-26 03:58:14.24647 UTC,9,乘法公式-平方差公式,乘法公式-平方差公式,polynomials,algebra
understand_coins,TRUE,number_line,1,4,2014-09-03 09:43:40.03565 UTC,9,認識硬幣,認識硬幣,addition-subtraction,arithmetic
parts_of_circles,TRUE,perimeter_of_squares_and_rectangles,20,-19,2013-12-04 09:03:04.85017 UTC,4,圓的結構,圓的結構,basic-geometry,geometry
number_sense_length_l1,TRUE,number_sense_length_l1,6,15,2015-02-10 12:01:47.97766 UTC,5,長度的量感1,長度的量感1,quantity-sense,arithmetic
measuring_and_comparing_angles,TRUE,measuring_angles,26,-20,2013-12-04 09:00:22.67818 UTC,5,角度的測量與比較,比角度測角度,segments-and-angles,analytic-geometry
l_ml_word_problem,TRUE,l_ml_transform,17,8,2014-05-21 04:41:33.58998 UTC,15,公升和毫公升的加減運算,公升和毫公升的加減運算,unit-conversion,arithmetic
marking_inequalities_range_on_a_number_line,TRUE,one_step_inequalities,30,15,2014-08-31 17:41:16.89151 UTC,12,在數線上標示出不等式,在數線上標示出不等式,linear-equations-and-inequalitie,algebra
multiplying_and_dividing,TRUE,arithmetic_word_problems,9,-1,2014-09-11 06:24:44.44677 UTC,9,乘法與除法的文字應用題,乘法與除法的文字應用題,multiplication-division,arithmetic
count_one_by_one_1,TRUE,,-4,8,2014-09-03 09:35:18.06346 UTC,5,數一數0.5,數一數0.5,addition-subtraction,arithmetic
square_root_calculation_3,TRUE,square_roots_2,23,7,2014-06-26 04:26:05.25322 UTC,7,二次方根的計算3,二次方根的計算3,exponents-radicals,algebra
skip_counting_by_5s,TRUE,count_numbers,0,-1,2015-01-21 03:57:13.9782 UTC,9,以5為一單位時數的快速算法,5為單位數快速算法,addition-subtraction,arithmetic
complex_fraction,TRUE,advanced_fraction,27,-11,2014-09-03 09:47:37.56267 UTC,10,化簡繁分數,化簡繁分數,fractions,arithmetic
life_1,TRUE,,-7,-5,2014-12-19 06:23:18.01886 UTC,5,生命世界基測題,生命世界基測題,biology,biology
notation_calculation_type,TRUE,number_properties_terminology_1,15,-6,2014-08-31 07:06:45.37407 UTC,25,具體情境解決兩步驟問題並學習併式的記法與計算,解決兩步驟問題學習併式,order-of-operations,arithmetic
cube_rectangular_and_regular_tetrahedron,TRUE,,1,-11,2015-02-10 11:40:06.07217 UTC,4,正方體、長方體與正四面體,正方體長方體與正四面體,basic-geometry,geometry
moving_points,TRUE,graphing_points_2,36,8,2014-07-15 03:21:00.72744 UTC,13,直角坐標上點的平移,直角坐標上點的平移,linear-equations-and-inequalitie,algebra
multiplying_fractions_by_integers,TRUE,add_subtract_negative_fractions,22,11,2015-01-19 10:10:20.4295 UTC,7,分數乘以整數,分數乘以整數,fractions,arithmetic
draw_a_pie_chart,TRUE,reading_bar_charts_3,20,-25,2014-09-04 06:42:15.7301 UTC,25,生活中常用的圓形圖,生活中常用的圓形圖,statistics,probability-statistics
decimals_distributive_law_of_multiplication,TRUE,converting_decimals_to_fractions_2,26,-3,2014-08-31 07:53:55.50723 UTC,20,小數的乘法對加法減法的分配律來簡化計算過程,New Ex,decimals,arithmetic
multiplication_with_carrying,TRUE,multiplication_1.5,7,-5,2015-01-12 07:13:41.41445 UTC,11,有進位的乘法2.5,有進位的乘法2.5,multiplication-division,arithmetic
symmetry_concept_and_application,TRUE,judging_axis_of_symmetry,45,-30,2014-08-31 17:29:06.04752 UTC,5,線對稱圖形的性質與應用,線對稱圖形的性質與應用,transformations,geometry
number_line_0.5,TRUE,number_line_0.5_new,3,-1,2014-12-28 16:01:16.89104 UTC,5,數線上的加減0.5(含有負數),數線上的加減0.5,absolute-value,algebra
one_step_equation_problems,TRUE,"evaluating_expressions_1,understand_equivalent_axiom",27,11,2014-06-26 04:05:36.49231 UTC,14,等量公理解題,等量公理解題,solving-linear-equations-and-inequalities,algebra
adding_subtracting_no_carry_3,TRUE,subtraction_3,6,6,2014-09-02 14:19:21.58648 UTC,7,熟練三位數不進位加減直式計算,三位數不進位加減直式,addition-subtraction,arithmetic
inequality_properties,TRUE,linear_inequalities,32,14,2014-06-26 03:07:11.27223 UTC,6,不等式的性質應用,不等式的性質應用,solving-linear-equations-and-inequalities,algebra
comparing_with_multiplication,TRUE,multiply_by_tens,5,-5,2014-12-29 15:44:45.22646 UTC,6,乘法的比較,乘法的比較,multiplication-division,arithmetic
recognizing_fractions,TRUE,recognizing_fractions_0.5,20,-1,2012-10-11 17:54:30.51768 UTC,4,認得分數,認分數,fractions,arithmetic
decimals_on_the_number_line_1,TRUE,"addition_2,regrouping_decimals",8,3,2012-10-11 17:54:40.83392 UTC,5,數線上的小數,數線小數,decimals,arithmetic
rounding_numbers,TRUE,rounding_whole_numbers,15,3,2012-10-11 17:54:42.16575 UTC,7,四捨五入,四捨五入,decimals,arithmetic
one_step_equations_0.5,FALSE,,-12,-17,2012-10-11 17:54:51.85331 UTC,5,單步驟方程式 0.5,單步驟方程式0.5,solving-linear-equations-and-inequalities,algebra
identifying_points_2,TRUE,graphing_points,35,10,2012-10-11 17:55:22.59202 UTC,12,辨識座標 2,辨識座標 2,linear-equations-and-inequalitie,algebra
geometry_proofs_2,TRUE,geometry_proofs_1,39,-26,2012-10-11 17:55:48.24426 UTC,11,幾何證明 2,幾何證明2,congruent-triangles,geometry
parabola_intuition_3,TRUE,vertex_of_a_parabola,56,-1,2012-10-11 17:55:23.46171 UTC,44,?物線直覺 3,?物線直覺3,conic-sections,algebra
attributs_of_shapes,TRUE,compare_shapes,24,-15,2015-01-13 16:24:13.05434 UTC,5,形狀的特性,形狀的特性,basic-geometry,geometry
negative_nums_on_num_line_without_reference_to_zero,TRUE,number_line_3,16,11,2015-01-21 03:58:12.67645 UTC,7,生活中的負數,生活中的負數,absolute-value,algebra
count_number_to_100,TRUE,"count_numbers,count_number_to_50,addition_within_20,meaning_of_equal_sign",0,2,2014-08-01 08:58:54.66965 UTC,5,數到100,數到100,addition-subtraction,arithmetic
sort-groups-by-count_1,FALSE,,12,-23,2015-01-12 07:09:55.87988 UTC,0,按照數目或類別分類,按照數目或類別分類,statistics,probability-statistics
fractions_and_percentage_of_exchange,FALSE,,1,-12,2015-02-17 00:36:12.24332 UTC,0,分數與百分率互換（不可整除）,分數百分率互換不整除,N/A,N/A
ratio_and_the_ratio_of,TRUE,expressing_ratios_as_fractions,27,-10,2014-07-24 02:20:21.80341 UTC,13,比與比值2,比與比值2,rates-and-ratios,arithmetic
matrix_mul_two_2,TRUE,,52,16,2014-08-31 07:37:57.27552 UTC,21,兩個矩陣的乘法1,兩個矩陣的乘法1,vectors-matrix,algebra
time_word_problem_5,TRUE,time_word_problem_4,9,10,2014-09-04 05:28:11.8158 UTC,21,能解決時間乘除計算問題,能解決時間乘除計算問題,telling-time,arithmetic
get_gcd_and_lcm,TRUE,"prime_factorization,find_gcd_and_lcm",13,-13,2014-09-04 04:02:49.24196 UTC,12,短除法求最大公因數最小公倍數,"短除法求GCD,LCM",factors-multiples,arithmetic
writing_expressions_3,TRUE,writing_expressions_2,28,8,2014-05-21 04:53:42.12749 UTC,9,以符號列式及化簡的文字題,以符號列式及化簡的文字,solving-linear-equations-and-inequalities,algebra
